Movie ID,Movie Name,Movie Name CAP,Movei Year,Join Channel,Video Link,Video Review 01,Link to Other Channel,Count,Published Date (Timestamp),Clean ID,Text String
TELE_MOVIE_CHMYA_113,Dune,DUNE,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/468,https://t.me/tvchannelp/441,,3,45196.38274,121,Name: Dune# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/468@
TELE_MOVIE_CHMYA_114,Dungeons & Dragons: Honor Among Thieves,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/10,https://t.me/tvchannelp/10,,3,45092.57197,122,Name: Dungeons & Dragons: Honor Among Thieves# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/10@
TELE_MOVIE_CHMYA_115,Edge of Tomorrow,EDGE OF TOMORROW,2014,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/210,https://t.me/tvchannelp/197,,3,45159.70792,123,Name: Edge of Tomorrow# Year: 2014# Telegram Video Link: https://t.me/c/1968878324/210@
TELE_MOVIE_CHMYA_117,Embrace of the Serpent,EMBRACE OF THE SERPENT,2015,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/315,https://t.me/tvchannelp/285,,3,45175.98743,125,Name: Embrace of the Serpent# Year: 2015# Telegram Video Link: https://t.me/c/1968878324/315@
TELE_MOVIE_CHMYA_118,Empire State,EMPIRE STATE,2013,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/467,https://t.me/tvchannelp/440,,3,45196.37037,126,Name: Empire State# Year: 2013# Telegram Video Link: https://t.me/c/1968878324/467@
TELE_MOVIE_CHMYA_119,End Game,END GAME,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/143,https://t.me/tvchannelp/136,,3,45146.72962,127,Name: End Game# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/143@
TELE_MOVIE_CHMYA_120,Ender's Game,ENDER'S GAME,2013,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/134,https://t.me/tvchannelp/127,,3,45144.57082,128,Name: Ender's Game# Year: 2013# Telegram Video Link: https://t.me/c/1968878324/134@
TELE_MOVIE_CHMYA_121,Escape Room,ESCAPE ROOM,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/168,https://t.me/tvchannelp/159,,3,45149.62172,129,Name: Escape Room# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/168@
TELE_MOVIE_CHMYA_122,Eun JI,EUN JI,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/660,https://t.me/tvchannelp/627,,3,45221.71552,130,Name: Eun JI# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/660@
TELE_MOVIE_CHMYA_123,Everest,EVEREST,2015,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/408,https://t.me/tvchannelp/374,,3,45189.72289,131,Name: Everest# Year: 2015# Telegram Video Link: https://t.me/c/1968878324/408@
TELE_MOVIE_CHMYA_124,Extraction 2,EXTRACTION 2,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/75,https://t.me/tvchannelp/67,,3,45114.60316,132,Name: Extraction 2# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/75@
TELE_MOVIE_CHMYA_125,Falcon Rising,FALCON RISING,2014,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/141,https://t.me/tvchannelp/134,,3,45146.71979,133,Name: Falcon Rising# Year: 2014# Telegram Video Link: https://t.me/c/1968878324/141@
TELE_MOVIE_CHMYA_210,Killer Toon,KILLER TOON,2013,,,,https://t.me/horrormmsub0/54,1,45202.42396,227,Name: Killer Toon# Year: 2013# Telegram Video Link: @
TELE_MOVIE_CHMYA_126,Fall,FALL,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/57,https://t.me/tvchannelp/56,,3,45108.41896,134,Name: Fall# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/57@
TELE_MOVIE_CHMYA_128,Faster,FASTER,2010,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/244,https://t.me/tvchannelp/233,,3,45166.4122,136,Name: Faster# Year: 2010# Telegram Video Link: https://t.me/c/1968878324/244@
TELE_MOVIE_CHMYA_129,Faster,FASTER,2010,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/180,https://t.me/tvchannelp/171,,3,45152.86414,137,Name: Faster# Year: 2010# Telegram Video Link: https://t.me/c/1968878324/180@
TELE_MOVIE_CHMYA_131,Fighting For the Motherland,FIGHTING FOR THE MOTHERLAND,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/418,https://t.me/tvchannelp/384,,3,45191.38667,139,Name: Fighting For the Motherland# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/418@
TELE_MOVIE_CHMYA_132,Finch,FINCH,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/206,https://t.me/tvchannelp/195,,3,45159.54778,140,Name: Finch# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/206@
TELE_MOVIE_CHMYA_133,Finding Mr  Right,FINDING MR  RIGHT,2013,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/371,https://t.me/tvchannelp/340,,3,45185.96333,141,Name: Finding Mr  Right# Year: 2013# Telegram Video Link: https://t.me/c/1968878324/371@
TELE_MOVIE_CHMYA_134,First They Killed My Father,FIRST THEY KILLED MY FATHER,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/605,https://t.me/tvchannelp/583,,3,45216.38828,142,Name: First They Killed My Father# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/605@
TELE_MOVIE_CHMYA_424,The Dyatlov Pass Incident,THE DYATLOV PASS INCIDENT,2013,,,,https://t.me/horrormmsub0/18,1,45194.4102,444,Name: The Dyatlov Pass Incident# Year: 2013# Telegram Video Link: @
TELE_MOVIE_CHMYA_135,Fists of Legend,FISTS OF LEGEND,2013,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/676,https://t.me/tvchannelp/641,,3,45223.47034,143,Name: Fists of Legend# Year: 2013# Telegram Video Link: https://t.me/c/1968878324/676@
TELE_MOVIE_CHMYA_137,Follow Me,FOLLOW ME,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/212,https://t.me/tvchannelp/200,,3,45160.37889,145,Name: Follow Me# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/212@
TELE_MOVIE_CHMYA_139,Forbidden Kingdom (Viy),FORBIDDEN KINGDOM (VIY),2014,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/148,https://t.me/tvchannelp/141,,3,45147.353,147,Name: Forbidden Kingdom (Viy)# Year: 2014# Telegram Video Link: https://t.me/c/1968878324/148@
TELE_MOVIE_CHMYA_140,Fortress of War,FORTRESS OF WAR,2010,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/329,https://t.me/tvchannelp/298,,3,45178.29764,148,Name: Fortress of War# Year: 2010# Telegram Video Link: https://t.me/c/1968878324/329@
TELE_MOVIE_CHMYA_141,Free Burma Rangers,FREE BURMA RANGERS,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/108,https://t.me/tvchannelp/100,,3,45131.67294,149,Name: Free Burma Rangers# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/108@
TELE_MOVIE_CHMYA_142,Free Guy,FREE GUY,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/361,https://t.me/tvchannelp/330,,3,45184.44127,150,Name: Free Guy# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/361@
TELE_MOVIE_CHMYA_143,Free The Invisible Man,FREE THE INVISIBLE MAN,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/74,https://t.me/tvchannelp/66,,3,45113.61757,151,Name: Free The Invisible Man# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/74@
TELE_MOVIE_CHMYA_058,Blood Punch,BLOOD PUNCH,2014,,,,https://t.me/horrormmsub0/101,1,45214.80112,65,Name: Blood Punch# Year: 2014# Telegram Video Link: @
TELE_MOVIE_CHMYA_093,Dark House,DARK HOUSE,2014,,,,https://t.me/horrormmsub0/32,1,45197.55345,100,Name: Dark House# Year: 2014# Telegram Video Link: @
TELE_MOVIE_CHMYA_144,From Beijing with Love,FROM BEIJING WITH LOVE,1994,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/458,https://t.me/tvchannelp/430,,3,45195.3959,152,Name: From Beijing with Love# Year: 1994# Telegram Video Link: https://t.me/c/1968878324/458@
TELE_MOVIE_CHMYA_145,Fullmetal Alchemist: The Final Alchemy,FULLMETAL ALCHEMIST: THE FINAL ALCHEMY,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/637,https://t.me/tvchannelp/606,,3,45219.55128,153,Name: Fullmetal Alchemist: The Final Alchemy# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/637@
TELE_MOVIE_CHMYA_146,Gemini Man,GEMINI MAN,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/613,https://t.me/tvchannelp/588,,3,45217.36456,155,Name: Gemini Man# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/613@
TELE_MOVIE_CHMYA_147,Genghis Khan,GENGHIS KHAN,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/133,https://t.me/tvchannelp/126,,3,45144.56726,156,Name: Genghis Khan# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/133@
TELE_MOVIE_CHMYA_148,Get Him to the Greek,GET HIM TO THE GREEK,2010,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/601,https://t.me/tvchannelp/581,,3,45216.31328,157,Name: Get Him to the Greek# Year: 2010# Telegram Video Link: https://t.me/c/1968878324/601@
TELE_MOVIE_CHMYA_149,Ghajini,GHAJINI,2008,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/222,https://t.me/tvchannelp/210,,3,45162.81596,158,Name: Ghajini# Year: 2008# Telegram Video Link: https://t.me/c/1968878324/222@
TELE_MOVIE_CHMYA_150,Gladiator,GLADIATOR,2000,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/449,https://t.me/tvchannelp/422,,3,45194.43718,159,Name: Gladiator# Year: 2000# Telegram Video Link: https://t.me/c/1968878324/449@
TELE_MOVIE_CHMYA_151,God Of Egypt,GOD OF EGYPT,2016,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/215,https://t.me/tvchannelp/203,,3,45160.59137,161,Name: God Of Egypt# Year: 2016# Telegram Video Link: https://t.me/c/1968878324/215@
TELE_MOVIE_CHMYA_152,Godzilla Vs Kong,GODZILLA VS KONG,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/368,https://t.me/tvchannelp/337,,3,45185.74933,163,Name: Godzilla Vs Kong# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/368@
TELE_MOVIE_CHMYA_153,Godzilla Vs Kong,GODZILLA VS KONG,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/163,https://t.me/tvchannelp/154,,3,45149.60634,164,Name: Godzilla Vs Kong# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/163@
TELE_MOVIE_CHMYA_154,Greenland,GREENLAND,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/522,https://t.me/tvchannelp/508,,3,45205.49169,165,Name: Greenland# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/522@
TELE_MOVIE_CHMYA_155,Guardians of the Galaxy Volume 3,GUARDIANS OF THE GALAXY VOLUME 3,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/83,https://t.me/tvchannelp/73,,3,45117.79885,166,Name: Guardians of the Galaxy Volume 3# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/83@
TELE_MOVIE_CHMYA_156,Guardians Of Time,GUARDIANS OF TIME,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/245,https://t.me/tvchannelp/234,,3,45166.44466,167,Name: Guardians Of Time# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/245@
TELE_MOVIE_CHMYA_157,Gumraah,GUMRAAH,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/136,https://t.me/tvchannelp/129,,3,45144.57622,168,Name: Gumraah# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/136@
TELE_MOVIE_CHMYA_158,Handphone,HANDPHONE,2009,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/525,https://t.me/tvchannelp/511,,3,45206.64854,169,Name: Handphone# Year: 2009# Telegram Video Link: https://t.me/c/1968878324/525@
TELE_MOVIE_CHMYA_159,Hansel & Gretel,HANSEL & GRETEL,2013,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/160,https://t.me/tvchannelp/151,,3,45148.87088,170,Name: Hansel & Gretel# Year: 2013# Telegram Video Link: https://t.me/c/1968878324/160@
TELE_MOVIE_CHMYA_032,Always Watching: A Marble Hornets Story,ALWAYS WATCHING: A MARBLE HORNETS STORY,2015,,,,https://t.me/horrormmsub0/50,1,45199.65792,38,Name: Always Watching: A Marble Hornets Story# Year: 2015# Telegram Video Link: @
TELE_MOVIE_CHMYA_160,Hanuman Shadow Master,HANUMAN SHADOW MASTER,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/185,https://t.me/tvchannelp/176,,3,45153.40984,171,Name: Hanuman Shadow Master# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/185@
TELE_MOVIE_CHMYA_096,Death Forest 2,DEATH FOREST 2,2015,,,,https://t.me/horrormmsub0/111,1,45219.55694,103,Name: Death Forest 2# Year: 2015# Telegram Video Link: @
TELE_MOVIE_CHMYA_161,Hard Hit,HARD HIT,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/560,https://t.me/tvchannelp/547,,3,45212.54993,172,Name: Hard Hit# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/560@
TELE_MOVIE_CHMYA_162,Healing River,HEALING RIVER,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/546,https://t.me/tvchannelp/534,,3,45210.70177,173,Name: Healing River# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/546@
TELE_MOVIE_CHMYA_163,Hell on the Border,HELL ON THE BORDER,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/498,https://t.me/tvchannelp/477,,3,45201.44501,174,Name: Hell on the Border# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/498@
TELE_MOVIE_CHMYA_164,Hercules,HERCULES,2014,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/663,https://t.me/tvchannelp/630,,3,45221.71821,175,Name: Hercules# Year: 2014# Telegram Video Link: https://t.me/c/1968878324/663@
TELE_MOVIE_CHMYA_296,Pan,PAN,2015,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/115,,,2,45137.63485,315,Name: Pan# Year: 2015# Telegram Video Link: https://t.me/c/1968878324/115@
TELE_MOVIE_CHMYA_166,Here alone,HERE ALONE,2016,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/373,https://t.me/tvchannelp/342,,3,45187.44186,177,Name: Here alone# Year: 2016# Telegram Video Link: https://t.me/c/1968878324/373@
TELE_MOVIE_CHMYA_167,Hex,HEX,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/138,https://t.me/tvchannelp/131,,3,45145.44931,178,Name: Hex# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/138@
TELE_MOVIE_CHMYA_168,Hichki,HICHKI,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/241,https://t.me/tvchannelp/229,,3,45165.73606,179,Name: Hichki# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/241@
TELE_MOVIE_CHMYA_169,Hit and Run Squad,HIT AND RUN SQUAD,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/608,https://t.me/tvchannelp/585,,3,45216.45022,180,Name: Hit and Run Squad# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/608@
TELE_MOVIE_CHMYA_170,Holidate,HOLIDATE,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/567,https://t.me/tvchannelp/556,,3,45213.42546,181,Name: Holidate# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/567@
TELE_MOVIE_CHMYA_171,Homefront,HOMEFRONT,2013,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/547,https://t.me/tvchannelp/535,,3,45211.47692,182,Name: Homefront# Year: 2013# Telegram Video Link: https://t.me/c/1968878324/547@
TELE_MOVIE_CHMYA_173,Hostage: Missing Celebrity,HOSTAGE: MISSING CELEBRITY,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/553,https://t.me/tvchannelp/540,,3,45211.56788,184,Name: Hostage: Missing Celebrity# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/553@
TELE_MOVIE_CHMYA_106,Don't Knock Twice,DON'T KNOCK TWICE,2016,,,,https://t.me/horrormmsub0/46,1,45199.65316,114,Name: Don't Knock Twice# Year: 2016# Telegram Video Link: @
TELE_MOVIE_CHMYA_174,HUA MULAN,HUA MULAN,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/363,https://t.me/tvchannelp/332,,3,45184.51561,188,Name: HUA MULAN# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/363@
TELE_MOVIE_CHMYA_165,Here alone,HERE ALONE,2016,,,,https://t.me/horrormmsub0/83,1,45211.48314,176,Name: Here alone# Year: 2016# Telegram Video Link: @
TELE_MOVIE_CHMYA_175,Hunter Killer,HUNTER KILLER,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/391,https://t.me/tvchannelp/359,,3,45188.74138,189,Name: Hunter Killer# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/391@
TELE_MOVIE_CHMYA_177,I Am Legend,I AM LEGEND,2007,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/146,https://t.me/tvchannelp/139,,3,45146.73691,192,Name: I Am Legend# Year: 2007# Telegram Video Link: https://t.me/c/1968878324/146@
TELE_MOVIE_CHMYA_178,I Am Number Four,I AM NUMBER FOUR,2011,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/144,https://t.me/tvchannelp/137,,3,45146.73389,193,Name: I Am Number Four# Year: 2011# Telegram Video Link: https://t.me/c/1968878324/144@
TELE_MOVIE_CHMYA_179,I Kill Giants,I KILL GIANTS,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/542,https://t.me/tvchannelp/528,,3,45210.52896,194,Name: I Kill Giants# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/542@
TELE_MOVIE_CHMYA_181,"I, FRANKENSTEIN","I, FRANKENSTEIN",2014,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/256,https://t.me/tvchannelp/247,,3,45168.8966,191,"Name: I, FRANKENSTEIN# Year: 2014# Telegram Video Link: https://t.me/c/1968878324/256@"
TELE_MOVIE_CHMYA_182,IB71,IB71,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/80,https://t.me/tvchannelp/72,,3,45116.48678,196,Name: IB71# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/80@
TELE_MOVIE_CHMYA_184,Independence Day: Resurgence,INDEPENDENCE DAY: RESURGENCE,2016,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/227,https://t.me/tvchannelp/215,,3,45163.6797,198,Name: Independence Day: Resurgence# Year: 2016# Telegram Video Link: https://t.me/c/1968878324/227@
TELE_MOVIE_CHMYA_185,Inkheart,INKHEART,2008,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/534,https://t.me/tvchannelp/520,,3,45208.45182,199,Name: Inkheart# Year: 2008# Telegram Video Link: https://t.me/c/1968878324/534@
TELE_MOVIE_CHMYA_186,Interstellar,INTERSTELLAR,2014,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/124,https://t.me/tvchannelp/117,,3,45141.68723,200,Name: Interstellar# Year: 2014# Telegram Video Link: https://t.me/c/1968878324/124@
TELE_MOVIE_CHMYA_187,Intruder,INTRUDER,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/624,https://t.me/tvchannelp/597,,3,45218.51485,201,Name: Intruder# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/624@
TELE_MOVIE_CHMYA_317,Project 12 The Bunker,PROJECT 12 THE BUNKER,2016,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/632,,,2,45218.79083,337,Name: Project 12 The Bunker# Year: 2016# Telegram Video Link: https://t.me/c/1968878324/632@
TELE_MOVIE_CHMYA_188,Invisible Target,INVISIBLE TARGET,2007,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/311,https://t.me/tvchannelp/282,,3,45175.55111,202,Name: Invisible Target# Year: 2007# Telegram Video Link: https://t.me/c/1968878324/311@
TELE_MOVIE_CHMYA_189,Ip Man: Kung Fu Master,IP MAN: KUNG FU MASTER,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/142,https://t.me/tvchannelp/135,,3,45146.72103,203,Name: Ip Man: Kung Fu Master# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/142@
TELE_MOVIE_CHMYA_194,Jagga Jasoos,JAGGA JASOOS,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/448,https://t.me/tvchannelp/421,,3,45194.4301,208,Name: Jagga Jasoos# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/448@
TELE_MOVIE_CHMYA_195,John and the hole,JOHN AND THE HOLE,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/411,https://t.me/tvchannelp/376,,3,45190.60847,210,Name: John and the hole# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/411@
TELE_MOVIE_CHMYA_196,John Wick: Chapter 4,JOHN WICK: CHAPTER 4,2023,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/12,https://t.me/tvchannelp/12,,3,45092.58053,211,Name: John Wick: Chapter 4# Year: 2023# Telegram Video Link: https://t.me/c/1968878324/12@
TELE_MOVIE_CHMYA_198,Journey To The Center Of The Earth,JOURNEY TO THE CENTER OF THE EARTH,2008,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/343,https://t.me/tvchannelp/308,,3,45180.85213,213,Name: Journey To The Center Of The Earth# Year: 2008# Telegram Video Link: https://t.me/c/1968878324/343@
TELE_MOVIE_CHMYA_199,Journey To The Center Of The Earth,JOURNEY TO THE CENTER OF THE EARTH,2008,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/343,https://t.me/tvchannelp/307,,3,45180.84954,214,Name: Journey To The Center Of The Earth# Year: 2008# Telegram Video Link: https://t.me/c/1968878324/343@
TELE_MOVIE_CHMYA_200,Journey to the West: The Demons Strike Back,JOURNEY TO THE WEST: THE DEMONS STRIKE BACK,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/150,https://t.me/tvchannelp/142,,3,45147.35889,215,Name: Journey to the West: The Demons Strike Back# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/150@
TELE_MOVIE_CHMYA_201,June and Kopi,JUNE AND KOPI,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/678,https://t.me/tvchannelp/643,,3,45223.47395,216,Name: June and Kopi# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/678@
TELE_MOVIE_CHMYA_202,Jungle,JUNGLE,2017,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/109,https://t.me/tvchannelp/101,,3,45131.67853,218,Name: Jungle# Year: 2017# Telegram Video Link: https://t.me/c/1968878324/109@
TELE_MOVIE_CHMYA_203,Jungle Cruise,JUNGLE CRUISE,2021,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/523,https://t.me/tvchannelp/509,,3,45205.49309,219,Name: Jungle Cruise# Year: 2021# Telegram Video Link: https://t.me/c/1968878324/523@
TELE_MOVIE_CHMYA_026,Against the Night,AGAINST THE NIGHT,2017,,,,https://t.me/horrormmsub0/91,1,45213.82446,32,Name: Against the Night# Year: 2017# Telegram Video Link: @
TELE_MOVIE_CHMYA_204,Jurassic World Dominion,JURASSIC WORLD DOMINION,2022,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/53,https://t.me/tvchannelp/52,,3,45107.56862,220,Name: Jurassic World Dominion# Year: 2022# Telegram Video Link: https://t.me/c/1968878324/53@
TELE_MOVIE_CHMYA_206,Kaappaan,KAAPPAAN,2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/177,https://t.me/tvchannelp/168,,3,45152.4261,222,Name: Kaappaan# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/177@
TELE_MOVIE_CHMYA_207,Kalashnikov: AK -47,KALASHNIKOV: AK -47,2020,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/188,https://t.me/tvchannelp/178,,3,45153.42109,223,Name: Kalashnikov: AK -47# Year: 2020# Telegram Video Link: https://t.me/c/1968878324/188@
TELE_MOVIE_CHMYA_208,Khun Pan 2,KHUN PAN 2,2018,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/372,https://t.me/tvchannelp/341,,3,45187.43927,225,Name: Khun Pan 2# Year: 2018# Telegram Video Link: https://t.me/c/1968878324/372@
TELE_MOVIE_CHMYA_211,"Kim Ji Young, Born 1982","KIM JI YOUNG, BORN 1982",2019,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/667,https://t.me/tvchannelp/633,,3,45222.40779,228,"Name: Kim Ji Young, Born 1982# Year: 2019# Telegram Video Link: https://t.me/c/1968878324/667@"
TELE_MOVIE_CHMYA_107,Dora,DORA,2017,,,,https://t.me/horrormmsub0/34,1,45197.62287,115,Name: Dora# Year: 2017# Telegram Video Link: @
TELE_MOVIE_CHMYA_109,Downrange,DOWNRANGE,2017,,,,https://t.me/horrormmsub0/125,1,45220.84568,117,Name: Downrange# Year: 2017# Telegram Video Link: @
TELE_MOVIE_CHMYA_212,King Kong,KING KONG,2005,https://t.me/+1zjmlrXtlWE4YWJlJoin,https://t.me/c/1968878324/325,https://t.me/tvchannelp/294,,3,45177.62551,229,Name: King Kong# Year: 2005# Telegram Video Link: https://t.me/c/1968878324/325@
